"ID_REF"	"GSM78332"	"GSM78333"	"GSM78334"	"GSM78335"	"GSM78336"	"GSM78337"	"GSM78338"	"GSM78339"	"GSM78340"	"GSM78341"	"GSM78342"	"GSM78343"
"245958_at"	5.5	2.5	2.8	7.3	4.5	15.2	3.3	1.7	7.1	4.4	8.6	5.8
"245959_at"	0.8	1.9	3.2	2.5	2.7	2.4	4.1	2	1.3	3	2.1	1
"245960_at"	407.5	408.1	331.9	366.5	347.4	295.6	483.8	278.9	320.6	367.2	413.7	367.8
"245961_at"	101	75	95.4	86	61.7	106.9	94.4	98.3	97.7	75.6	66.8	58.5
"245962_at"	81.9	66.7	85.6	120.7	91	87.3	69.1	68.3	90	70.5	92.8	63.9
"245963_at"	22.4	21.9	27.2	34.1	39.9	10.5	39.4	30.7	37.7	41.7	24	19
"245964_at"	135.5	97.2	136.8	133.3	111	119.7	125.3	108.6	94.3	60.9	113.5	94.4
"245965_at"	353.2	305.3	344.8	246.2	276.6	308.1	419.3	339.5	593.8	397.6	497.2	370.7
"245966_at"	45.2	7.9	27.1	71.8	11.6	14.6	8.4	25.9	30.7	35.6	47.3	39.9
"245967_at"	86.3	13.6	13.9	59.5	31.1	36	15.1	20	37.2	76.1	74.6	48.9
"245968_at"	10	14.5	18.7	8.3	59.9	26.2	43.9	21.1	19.7	37.4	31.1	13.2
"245969_at"	125.5	109.8	192.1	122.1	184.2	174.6	140	137.6	174.3	172.4	137.2	144.1
"245970_at"	69.6	52.3	44.8	36.6	17.8	59.7	141.3	161.5	126.5	89.4	90	58.6
"245971_at"	400.9	375.9	272.7	308	327.7	309.6	391.4	323.6	330.8	347.3	397.9	321.8
"245972_at"	308.1	254.9	264.8	285.2	272.4	278.3	319.6	249	268.2	298.8	325	285.2
"245973_at"	0.4	4.1	4.9	0.5	1.2	7.9	3.8	0.4	1.1	0.8	4.3	1
"245974_at"	29.4	3.3	8.1	27.1	8.4	38.8	13.1	34.6	8	40.1	5.5	2.6
"245975_at"	439.2	446.2	407.5	452	502.4	523.1	413.9	472.9	364.8	467.7	483.6	473.8
"245976_at"	124.9	32.5	6.5	74.2	77.9	32.9	80.2	51.8	37.9	182.6	129.3	145.1
"245977_at"	1803.1	2360	1671.1	1663.4	2053.1	1828.6	1527.9	1832	1521.1	1764.3	1778.4	1568.9
"245978_at"	3.4	1	6.8	3.3	2.6	1.8	8.7	2	2.1	2.8	4	2.2
"245979_at"	30.5	18.2	27.5	34.2	13.7	16.7	18.2	12	11.3	25.3	28.9	19.1
"245980_at"	1431.8	1129.6	1319.9	1362.8	711.4	1237.1	1786.1	1270.8	1686.1	1558.3	792	1067.2
"245981_at"	985.6	813.7	829.9	808.5	737.7	713.4	809.5	580.3	631	641.9	682.5	554.5
"245982_at"	134	259.3	136.7	186.3	304.9	190	3583.8	2635.5	1826.4	1833.2	2329.1	1185.5
"245983_at"	378.9	486	353.1	400.1	415.6	445.5	492.3	442.5	522.1	441.9	370.1	418.2
"245984_at"	1008.6	813.5	1079.7	952.2	679.7	988.2	855.1	548.9	1033	681.4	664.2	759.9
"245985_at"	3544.1	3211.4	3623.1	3715.3	2780.6	3303.1	3755.6	3257.1	3613.9	3770.6	2891.1	3129.8
"245986_at"	469.7	471.2	302.5	471.1	440	357.2	518.9	442.3	364.3	518.4	452.4	453.8
"245987_at"	1658.3	2020.1	1084.9	1389.8	2088.8	1343	2729.3	1539.4	1548.6	2256.6	2301	2210.9
"245988_at"	408.7	403.7	351.9	299.8	395.9	325.9	356.6	278.6	299.1	325.6	375.4	308.7
"245989_s_at"	1486.2	1465.4	1187.5	1483.3	1435	1517.7	1289.6	1571	1181.7	1639.5	1716.3	1355.7
"245990_at"	101.4	95.5	83.9	109.9	103.2	115.9	61.7	70.4	74.9	82	67.8	61.9
"245991_at"	982.3	1058.8	820.9	867.4	738.8	752.8	1024.5	724.4	765.6	873.7	872.5	718.3
"245992_at"	25.7	42.2	39.7	40.6	36.8	47.2	59.1	31.9	39.4	59.7	31.4	45.8
"245993_at"	7925.9	6702.7	6055.7	6870.8	5743.6	6586.4	10130	8995.8	9257.3	10734	9653.2	9457.4
"245994_at"	110.6	57.9	95	61.7	129.3	78.9	118.7	69.8	79.4	119.8	53.1	59.9
"245995_at"	42.5	24.1	34.4	27.1	60.5	34.6	26.9	29.3	53	59.2	24.5	24
"245996_at"	3.2	4.1	4.9	3.9	4.9	2.7	4.9	4.2	5.9	8.3	2.5	6
"245997_at"	31	24.5	32.6	42.3	32.1	36.5	28.3	35	20.8	24.1	40.7	6.1
"245998_at"	2255	1164.9	1246.8	1914.6	1167.7	1371.2	4400.5	2804.8	3169.7	3983.7	3183.4	3076.6
"245999_at"	3163.5	3247.1	3483.2	3812.2	3802.6	4075.5	3420	3574.7	3680.2	2730.6	3484	4010.1
"246000_at"	185.8	95.6	78.8	168.5	118.9	90.7	160.7	83.7	99.5	142.2	100.6	125.6
"246001_at"	20.6	14.8	3.9	35.8	2.7	30.7	5.8	16.4	19.5	4	4.6	10.4
"246002_at"	3.8	6.9	6.9	8.5	14.9	4.8	6.7	23.6	5.3	9	12.1	10.7
"246003_at"	10032.4	12190.6	13876.4	10842.1	13726.2	11316.6	11264.7	12265.3	12438.6	12250.1	12336.2	12586.6
"246004_at"	4942.1	7201.2	9134.3	6624.9	5704.3	7417.2	4190.2	8294.8	7736.3	4084.5	4615.9	5837.1
"246005_at"	482.7	575.2	591.1	536.1	424.7	539.1	581.1	554.2	696.2	502.7	541.2	532
"246006_at"	4406	4919.5	3896	4499.3	4540.5	4174.3	4276.7	4801.6	4091.7	4605	5260.4	4684.3
"246007_at"	1867.8	1904.6	2598.3	1978.6	1617.8	2364.9	2436.6	2803.2	3053	1937.4	1978.5	2274.9
"246008_at"	276.8	421.3	311.6	328.1	439.3	398.8	263.9	364.6	314.2	287.7	345.3	350.5
"246009_at"	282.1	283.3	309.4	342.4	331.4	323.5	267.2	327.6	214.9	322.4	288.5	309.3
"246010_at"	196.7	169.9	181.6	163.8	176.2	176.4	177.6	178.8	197.9	193.3	166.6	186.4
"246011_at"	391	557.3	383.9	378.6	396.5	499.3	290.7	273.1	267.8	198.1	354	238
"246012_at"	312.6	242.3	175	243.8	225	197.9	357.3	264.7	262.5	304.8	327.8	336.6
"246013_at"	19	25.2	24.1	18.3	19.8	23.6	19.3	22.2	19.2	19.5	23.4	20.1
"246014_at"	2.5	1.5	2.3	2.6	2.6	2.1	3.1	2.8	1.7	2.5	2.5	1.8
"246015_at"	238.5	249.3	272.7	278.5	324.4	321.5	251.5	214.2	260.9	242.1	235.8	260.2
"246016_at"	109.2	54.8	73.2	87.8	91.8	70.3	71.8	72.4	54.5	73.2	93.5	65.4
"246017_at"	575.4	499.2	523.9	542.4	530.7	551	850.9	943.9	971.8	868.2	830	843.4
"246018_at"	407.7	274	282.3	339.6	387.1	218.3	371.4	309.7	139.2	428.2	319.7	310.5
"246019_at"	352	437.5	588.6	389.9	303.5	391.8	321.6	329.8	482.8	267.1	276.2	269
"246020_at"	286.6	370.2	382.9	307.3	397.3	404.9	265.2	332.5	336	347	388.3	336.7
"246021_at"	371.3	385.7	431.1	353.8	185.8	333.6	381.9	402	484	338	322.7	328.2
"246022_at"	10.1	3.4	5.8	9.6	6.2	18.6	21.7	5.1	3.1	12.7	2.9	3.7
"246023_at"	90.5	60.8	73.9	89.6	108.5	90.8	83.7	78.6	80.9	81.9	70	75.8
"246024_at"	7.5	7.5	7.3	6.2	11.5	11.1	7.5	8.2	7.1	52.9	8.9	7.7
"246025_at"	40.9	38	59.5	35.1	37	39.3	56.3	47.7	48.1	67.2	36.6	55.5
"246026_at"	445.3	371.1	373.6	568.5	431.6	405.5	499.8	423.2	431.7	577.3	427.7	505.8
"246027_at"	504.9	549.7	493.8	458.7	449.1	447.2	540.5	517.8	624.4	404	634.7	553.6
"246028_at"	1167	750.5	1254.2	921.8	854.3	1015.5	970	402.9	783.1	608.7	670.7	699.8
"246029_at"	3950.3	3244.1	4504.6	5488.3	4101.2	3908.9	4768	3863	4009.7	4865.9	3529.7	4399.2
"246030_at"	1544.2	1327.1	1133	1351	1151.7	1221.9	1862.1	801.5	990.7	1176.2	1125.3	1100.8
"246031_at"	1074.3	1170.4	887.8	890.8	1075.7	890.5	776.6	768.2	656.5	716.5	904.2	709.9
"246032_s_at"	4.7	18.8	4.5	8	4.2	8.1	4.1	16.1	6.4	5.6	3.1	18.1
"246033_at"	4591.2	5405.1	5365.9	5046.7	4950.6	5351.1	4313.8	4393.6	5349.6	4934.1	4041.8	4555.3
"246034_at"	516.5	475.9	556.1	614.4	537.9	540.6	283	238.1	326.7	330.6	253.1	252.4
"246035_at"	3666.9	4972.9	5001.9	4666.7	5499.6	4782.3	3403	4995.9	4229.7	4999.9	5017.5	4960.4
"246036_at"	402.1	467.1	380.9	402	370.8	365.5	407.9	457.6	408.1	333.6	377	297.7
"246037_at"	154.2	154.7	146.6	132.9	156.9	132.9	157.8	147.2	116.7	168	157.2	147.5
"246038_s_at"	243.8	337.9	290	284.8	251.3	332.2	253.2	339.4	335.9	324.5	279.2	288.3
"246039_at"	386.9	263.2	317.1	349.4	305.9	307	259.3	392.8	335.5	224.4	310.9	286.3
"246040_at"	1342.8	1760.6	2135.3	1775.2	1556.6	2142.9	1433.4	1725.4	1897	1778.3	1588.6	1814.3
"246041_at"	1470.4	1499.1	1706.6	1760	1393	1684.3	1452.8	1664.1	1870.8	1791.6	1468.7	1759.7
"246042_at"	2943.6	3091.8	2553.4	2609.7	4133.5	3014	4373.9	4669.7	3352.6	4651.5	5490.3	4985.1
"246043_at"	170.3	153	162.5	165.4	148.1	152.4	171.9	214.6	145.1	157.5	120.4	179.6
"246044_at"	618.2	556.7	491.1	479.1	510.3	432	540.5	432.9	469.3	459.7	527	405.8
"246045_at"	201.5	169.1	235.2	222.9	218.2	230.9	229	204.7	267.2	227.2	192.2	207.5
"246046_at"	56.9	28.7	56.5	32.3	52.8	29.8	51.7	33.9	53.2	43.5	43	59.8
"246047_at"	28.8	31.8	36.6	37.3	38.9	50.6	34.9	38	42	38.6	24	33.2
"246048_at"	6.3	6.7	2.8	3.2	3.6	19.6	3.2	2.5	2.2	4.1	1.1	6.1
"246049_at"	3	1.2	5.3	1.6	3	3.2	3.2	2	2.8	3.4	2.6	3.3
"246050_s_at"	1161.6	1190.6	1045	1227.1	1024.9	1120.6	928.3	1009.2	1073.2	1067.6	1023.5	963.7
"246051_at"	4423.9	5874.5	5766.5	4697.3	5004.2	5488.1	3225.8	4171.7	4117.8	3798.6	3453.1	3271.2
"246052_at"	115.6	111	108	83.2	185.3	154.4	116.1	108.1	135.2	108.3	107.1	140.4
"246053_at"	181.8	249	287.5	240.1	248	248.4	155.7	213.4	237.9	248.2	185.7	237.8
"246054_at"	168.5	165	122.3	274.6	178.6	183.3	130	133.3	139.3	115.5	129.5	120.1
"246055_at"	526.4	502	424.4	519.7	449.6	597	671.4	617	672.2	762.5	566	707.8
"246056_at"	393.1	320.2	229.9	271	266.2	203.1	363.7	248.4	251.8	211.4	303.1	237.6
"246057_at"	549.3	998.9	1102.5	676.4	1015.3	1181.8	483.7	857.4	883.4	632.6	816.3	919.7
"246058_at"	274.8	260	255.7	254.1	261.5	229.3	262.8	238.3	287.3	225.8	249.4	253.2
"246059_at"	621.7	657.9	476.3	350.1	529.2	429.4	477.7	329.4	362.4	506.2	475.9	620.1
"246060_at"	1140.1	1302.6	714.5	856.6	1179.4	1040.5	966.8	713.8	959.1	737.6	1103.8	914.6
"246061_at"	382.1	553.3	429.1	398.3	478.7	394.2	281.1	509.1	320.6	383.6	476.9	398.9
"246062_at"	1071.1	910.8	784.6	802.4	870.1	832.3	943.7	794	756.8	860	1033.8	816.6
"246063_at"	326.2	237.6	276.5	276.9	278.7	264.4	257.8	183.7	207.6	244.2	230.1	193
"246064_at"	947.5	1173.6	1160.6	1056.1	1274.4	1252.4	850.2	908.4	885.6	929.7	1163.1	1071
"246065_at"	38.7	44.8	10.6	27	32	32.6	14.1	27.3	5.1	49.2	4.6	8
"246066_at"	707.3	927.2	548.2	736.8	654.1	681.2	560.2	626.3	466.2	521.9	679.9	528.3
"246067_at"	19	10.7	11.4	15.6	14.8	11.1	134.6	29.1	165.6	102.3	178.5	185.8
"246068_at"	14399.8	14792.2	15840	13704.3	15308.2	12672.4	12673.7	14672	13230.3	15105	14959.4	15452.8
"246069_at"	130.9	183.7	229.4	129.3	146.3	169.2	155.6	170	235.2	123.6	173	152.3
"246070_at"	2380.5	4905.1	3655	3601.3	5347.9	5538.8	1290.6	3595.7	2246.4	1973.5	3331.1	3376.4
"246071_at"	396	144	429.8	308	98.5	446.1	333.1	167.9	690.3	315.6	137	503.6
"246072_at"	96.9	57.8	95.1	87.4	51.7	66.4	61.8	62.1	56.6	62.9	64.2	63
"246073_at"	1305.9	2127.8	2302.6	1938.9	3015.7	2101.1	1593.4	3437.9	2461.7	1919	2508.2	2318.8
"246074_at"	1120.5	1289	1305	1050.3	1193.5	1485.3	1305.1	1042.3	1373.8	1085.9	1141.5	1033.7
"246075_at"	28.1	27.7	22.8	16.9	26.4	13.4	33.3	23.7	31.3	26.2	30.4	22
"246076_at"	1779.8	1987.8	1388	1343.2	1510.6	1572.1	1844.4	1953.5	2299.7	1639.3	2247.5	1968.5
"246077_at"	36	20.9	38.8	31.7	39.6	22.5	26.2	27.6	27.7	39.7	6	35.5
"246078_s_at"	67.5	49.6	82	59.9	83.5	48.7	58.3	44.9	60	89	67.7	78.1
"246079_at"	107.4	69.6	78.1	85.8	130	92.3	68.2	96	101.7	74.9	94.4	93.9
"246080_at"	24.7	7.1	24.7	27.9	44.6	17.3	15.9	23	27.7	37.4	18.5	39
"246081_s_at"	723.5	516.3	359.9	447.2	391	367.6	698.8	388.9	413.6	569.9	542.6	357
"246082_at"	142.2	105.5	2.8	96.3	142.4	62.4	97.6	60.6	40.1	86	65	92.4
"246083_at"	274.2	228.8	258.4	223.9	231.7	225.2	318	211.2	269.5	233.1	247.8	298.2
"246084_at"	161.5	146.7	142.4	166.1	134.5	157.2	154.2	126.1	174	147.6	111.6	129.5
"246085_at"	208.2	155	167.6	157.7	170.9	143.6	198.4	161.9	121.3	121.8	126.2	131.8
"246086_at"	69.4	43.3	74	76.8	74.4	67.8	56.2	33.9	76	108	53.6	72.9
"246087_at"	129	172.5	182.6	176.7	146.6	146.8	152.4	182	193.7	152.2	162.2	156.5
"246088_at"	480.8	550	373.6	365.9	514.3	453.4	296.6	313.9	313.3	322.8	356.2	451.6
"246089_at"	1265	1824.5	1888.8	1826.6	2287.9	2254.4	1125.3	2110.3	1467.9	1642.5	1935	1801.6
"246090_at"	699.2	632.2	778.6	783.6	730.4	741.3	692.4	801	691.4	604	699.3	709.3
"246091_at"	306.5	212.9	228.6	258.7	213.3	211.5	268.7	168.6	225.4	215.1	196.7	217.1
"246092_at"	3494.9	3063.3	3418.4	4183	3311.9	3294.4	3631	3891.9	3541.6	3306.4	2837.9	3135.5
"246093_at"	221.4	93.5	137.7	205.3	148.2	133.5	105.4	71.6	92.9	96.8	103.9	96.5
"246094_at"	273.2	390.9	201.9	221.6	403.7	307	138	198.3	144	121	362	215.7
"246095_at"	115.7	166.8	106	65.6	128.6	88.4	86.1	81.6	69.3	64.5	147.8	89.3
"246096_at"	43.8	27.4	7.2	21.4	6	31.3	38.5	36.4	28.7	19.3	16.8	38.6
"246097_at"	543.6	498.2	547	461.9	434	484	1735.4	1598.7	1714.7	992.3	1600.5	1275.8
"246098_at"	591.9	782.9	416.7	582.7	1189.4	778.2	259.7	319.9	188	354.7	379.3	443.2
"246099_at"	6699.3	2016	1795.7	4893.2	2519.8	2238.7	6510.1	2671.7	1759.9	5983.4	2893.9	3064.5
"246100_at"	2.6	3	9.1	10.8	29.7	1.9	16.6	1.7	18.8	24.2	2.1	3.2
"246101_at"	3.8	16.3	3.2	3.4	4.5	4.7	2.9	6.6	3.8	11.1	4.4	4.1
"246102_at"	8.3	11.4	27.2	6.7	16.4	17.3	20.3	23.5	4.9	12.4	24.2	13.2
"246103_at"	378	265.5	243.5	334.2	292	293	283.3	275.7	237.4	224.4	259.5	257.1
"246104_at"	179	143	185.7	141.8	185.6	177.1	148.6	90.1	98.6	111.2	82.8	85.3
"246105_at"	8.2	37.7	17.3	3	29.8	2.8	5.4	4.1	33.4	32.2	7.2	25.9
"246106_at"	27.2	10.3	10.6	8.9	4.4	22.7	29.7	3.8	19.2	4.2	3.5	12.6
"246107_at"	31.8	36.6	31.2	25.1	16	28	27.4	18.5	10.8	24.7	14.5	18
"246108_at"	249.8	305.5	151.1	194.7	265.9	194.5	72.1	67.9	16	41	67.5	50.4
"246109_at"	324.7	318	400.5	320.6	352	395.6	369.8	356.5	361	392.5	326.1	408.5
"246110_at"	248.9	315.5	458.9	368.6	321.5	420.5	226.1	439.3	424.1	275	299.3	347.7
"246111_at"	290.7	382.8	351.3	280.1	382.8	218.2	364.9	230.2	323.9	331	381.6	327.7
"246112_at"	516.3	473.1	474.8	422.5	445.2	433	449.9	355.1	356.6	384.6	400.6	385.3
"246113_at"	46.5	63.9	64.9	46.3	59.7	68	90.2	65.1	57.9	61.5	51.2	69.7
"246114_at"	10031.2	8428.9	11096.8	9648.9	9130.2	9396.3	5807.6	3835	5875.7	5444.7	4830.5	5284.3
"246115_at"	342.7	416	355.6	405	308.5	346.7	326.2	263.1	331.4	301.6	315	261.8
"246116_at"	54.4	46.1	49	59.2	49.6	74.1	56.6	64.9	52.5	72.8	39.2	65
"246117_at"	70.6	102.4	47.1	23.5	46.1	32	27.1	57.6	39	18.6	110.7	61.6
"246118_at"	34.9	44.5	37.8	48.8	42.2	53.2	48.9	66.8	41.1	33	41.7	47.7
"246119_at"	789	722.3	754.7	714	644	637.1	795.8	643.9	704.9	880.8	720.1	834.6
"246120_at"	292.1	312.3	309.9	235.5	305.5	325	318.1	343	337.3	263.1	328.9	261.1
"246121_at"	29.3	52.2	52.8	45.8	48.7	55.9	40.2	40.6	45.3	50.5	49.3	22.8
"246122_at"	182.8	193.8	158.8	275.6	337.2	314	385.3	187	206.3	546.1	695.7	659.5
"246123_at"	2	16.6	10.1	5.9	16.1	26	18.8	13.9	21.3	14.6	23.5	31.7
"246124_at"	1134.4	1216.1	1286.8	1171.4	1271.9	1443.2	1204.6	1299.5	1588.5	1213.2	1158.2	1288.4
"246125_at"	720.9	371.5	324.5	532.3	385.2	309.8	1167.2	690.9	766.3	631.4	882	816
"246126_at"	893.4	759.3	554.5	711.5	417.9	699.5	1451.8	1189.8	1379.5	806.2	1042.7	656.4
"246127_s_at"	27.4	18.6	23.5	29.3	7.6	22.5	21	5.8	7.1	20.4	17.9	10.7
"246128_at"	10	6.9	18.9	8.4	16.8	9.6	45.3	5.6	25.8	8.5	14.8	34
"246129_at"	1.3	1.2	1.1	2	1.1	1.4	1.7	1	2.8	1.8	1	1.8
"246130_at"	41.6	41.9	20.6	43.6	51.2	51.1	50.3	41.6	36.2	66.3	54	23.5
"246131_at"	2447.9	2112	2087.4	1890.7	1969.7	1816.9	1712.4	1570.1	1605.6	1604.3	1797.8	1799
"246132_at"	129.8	138.2	148.9	105.9	168.6	150.1	127.2	134.5	105.1	96.9	115.6	102.7
"246133_at"	518.5	498.6	517.7	438	528.4	495.5	338.8	432.3	467.8	395.7	511.5	496.3
"246134_at"	228.3	236.9	215.9	193.4	237.4	268.2	179.8	216.5	213.7	217.8	259.5	232.9
"246135_at"	566.6	443.9	504.2	588.9	470.4	469.4	564.9	579.3	458.7	423.7	444.9	367.5
"246136_at"	85.9	48.6	46.4	58.9	64.7	26.8	86.2	53.3	44.4	49.5	73.5	44.7
"246137_at"	172.7	90.9	47.1	98.5	106.6	60.6	162.9	64.7	14.2	64.2	69.4	13
"246138_at"	58.6	47.5	62	61.4	75.7	64.4	61.9	59.2	69.2	66.8	51.1	59.5
"246139_at"	225.9	275	138.9	251.2	247.1	193.4	198.5	228.9	157.2	173.5	254.6	210.3
"246140_at"	268.5	282.6	330.7	353.7	345.6	356.1	306	287.2	307.2	305.2	289.3	294.6
"246141_at"	123.9	141.4	102.7	113	117	120.6	58.4	121.7	91.3	89	116.5	104.2
"246142_at"	241.1	184	148.4	226.3	149.5	143.2	251.6	340.4	257.3	306	199.2	156.8
"246143_at"	1194.9	997	940.5	1171.6	966.6	923.9	1038.3	966.2	878.4	1073.7	899.8	1078.1
"246144_at"	328.3	386.3	322.5	315.3	313.5	338.6	236	240.4	245	228.4	346.3	242.3
"246145_at"	1.6	1.5	1.9	4.3	5.4	4.2	6.1	4.6	3.4	8.6	1.3	1.6
"246146_at"	1014.2	847.5	767.3	1012.2	950.4	796.6	510.1	409.8	354.8	689	443.2	518.7
"246147_s_at"	1664.2	1830	1639.2	1644	1809.6	1647	1650.7	1620.8	1647.1	1822.6	1663.2	1677.3
"246148_at"	253.3	242.1	236.6	249.8	217	246.8	219.1	212.6	209	196.1	188.3	203.3
"246149_at"	1443.6	635.4	519.8	1640.8	1104.3	570.2	249.2	118.8	56.3	348.8	83.9	83.8
"246150_at"	328.5	226.8	310.1	333.4	242.5	317.5	264.4	240.5	278.6	411	295.2	292.5
"246151_at"	92.7	95.8	42.7	86.5	54.7	82.9	92.5	40.7	49	54.2	74.1	55
"246152_at"	279.3	597.5	641.2	351.9	588.7	538.1	269.3	424.1	388.9	266	422.7	424.6
"246153_s_at"	3394.7	2918.8	2544.3	3185.2	3194	3333	2517.3	2902.2	3424.6	3354.4	3667.6	3348.9
"246154_at"	2396.9	2717	3565.4	2968.6	2464.4	2940.3	2748.3	3319.1	3591.2	2788.9	2505.9	3255.8
"246155_at"	132.1	149	175.5	155.9	174	128.7	123	144.7	126.4	149.1	141.9	116.2
"246156_at"	2799.9	2805.9	3552	3516.3	3759.9	3440.4	2996.1	3489.9	3449.9	3567.4	3043.9	3490.4
"246157_at"	2123	2461.4	2464.6	2477.9	2397.8	2336.6	2142.7	2700	2508.7	2877.7	2483.1	2476.7
"246158_at"	750.6	737.5	808.6	771.9	861.2	790.9	1260.8	1222.3	915	1067.2	1126.6	1251.1
"246159_at"	107.5	289	501.8	305.8	248.7	336.4	144.7	323.9	531.6	144.6	160.3	184.3
"246160_at"	581.5	627.7	604.8	668	729.5	608.4	585.3	703.9	677.7	649.2	560.1	589.3
"246161_at"	1409.4	1206.6	1099.1	1523	1152.8	1192.7	1996.3	1768.8	1705.1	1974.8	1626.6	1610.5
"246162_at"	625.4	437.9	469.8	496.3	421.3	398.6	672.8	533.1	519	567.9	584.7	452.7
"246163_at"	29.8	14.8	5.9	8.4	3.1	4	25.4	4.6	7.5	4.9	7.3	5
"246164_at"	44.7	22.6	15.5	18.9	6.8	33.2	13.2	38.9	32.5	30.6	26.5	30.8
"246165_at"	4.4	3.1	3.4	4	6.8	4.9	4.5	4.4	15.3	4.7	4	3.3
"246166_at"	3.6	3	8	3.7	7.3	3.2	2.9	4.2	9.1	8.2	6.2	5.4
"246167_at"	88.7	53.9	83.7	66.1	64.9	73.8	68.8	41.2	69.4	84.4	39.9	57.4
"246168_at"	40.5	59.2	52.1	36.7	58.2	51	41.9	31.4	63	42.4	48.7	46.7
"246169_at"	786.5	1025.9	785.7	810.6	809.7	904.6	873.9	896.2	866.3	757	876	764
"246170_at"	1772.2	1956.2	2336.3	1802.4	2035.6	1932.6	1298.4	1446.1	1352.8	1341	1469.4	1224.2
"246171_at"	1443.5	1026.8	1120	1034.6	1072.7	1064.5	1438	880.6	1032.9	1182.6	1234.3	1028.3
"246172_s_at"	25.3	32.7	54.4	73.5	55.3	108.7	63.7	45.2	30.5	55.7	19.5	38.8
"246173_s_at"	499.3	577.9	522.9	430.5	608.1	501.6	386.2	432.2	418.3	250.5	539	436.8
"246174_s_at"	17.2	28.1	6.8	18.4	30.6	31.8	37.1	27.1	29.8	50.2	30.6	17.3
"246175_s_at"	71.3	49.8	44.5	52.1	37.7	75.2	59.8	69.3	57.9	39.9	48.3	47.5
"246176_at"	4	2.8	3.3	6.8	6.2	5.6	5.2	7.1	3.8	4.2	2.6	4.3
"246177_at"	16.8	21.1	27.5	6.4	16.3	23.8	6.1	5.7	19.7	13.4	23.3	19.3
"246178_s_at"	76.3	73.9	47.6	52	51	51.5	71	46.9	53	26.6	38.3	39.7
"246179_at"	20.4	7	16.6	11.5	48.8	24.8	20.3	7.9	26.7	13	24.2	57.7
"246180_at"	495.9	486.6	316.4	395.3	348	407.6	421.7	489.4	460.8	508.2	553.6	481.5
"246181_at"	25.5	18.7	36.9	27.5	26.4	35.4	53.1	40.8	41.1	41.1	27.4	53.3
"246182_at"	88	76.2	116.2	62.5	146.4	88.9	126.4	79.6	119.7	79.4	97.5	117.7
"246183_at"	30.4	33.7	39.6	44.8	53	38.6	100.6	46.8	59.7	71.4	60.7	87.2
"246184_at"	1604	1431	1384.1	1639.3	1301.9	1461.2	1431.9	1328	1084.4	1699.5	1099.3	1125.4
"246185_at"	563.2	507.9	396.7	409.2	411.1	504.2	491.9	379.7	484.7	442.8	455.9	383.5
"246186_at"	45.4	2.9	2.9	4	7.7	21.5	5.9	18.4	2.8	24.8	5.7	3.7
"246187_at"	30.1	32.9	62.1	24.7	31.3	29.3	50.8	25.7	36.8	29.8	27.2	52
"246188_at"	108.9	70.9	106.5	98.1	137.7	118.1	106.2	72.9	90	113.2	60.6	75.2
"246189_at"	443.3	421.7	304.9	291.2	408.9	398.6	630.9	464.1	385.9	527.9	683.7	477.4
"246190_at"	143.2	161	166.2	169.1	131.2	173.4	120.5	151.7	170.8	181.1	150	117
"246191_at"	4359.2	4539.4	3623.1	3955	4109.3	3816.2	3262.2	4405.3	3026.4	3023.6	4316.3	3328.7
"246192_at"	3737.2	4367.8	3679.6	3498.9	4712.2	3972.1	3799.1	3895	2801.3	3274.8	4169.6	3556.9
"246193_at"	176.5	237.1	218.2	226.6	291.4	283.8	158.2	225.7	166.8	212	215.5	231.9
"246194_at"	972.9	988.2	858.2	755.4	813.7	944.4	1420.5	1128.2	1308.3	1064.3	1309.6	1144.9
"246195_at"	356.3	435.4	621.4	613.5	533.1	567.9	270.1	378.8	402.2	319.4	363.9	350.8
"246196_at"	252.7	351.8	267.8	291.9	409.7	379.1	160.6	218.5	173.5	176.9	296.9	263.6
"246197_at"	113.6	52.9	135.3	129.1	100.7	87.8	125.4	105.3	163.2	211.1	178.6	190.3
"246198_at"	1012.5	979.4	1453.4	947.9	1157.1	977.7	1172.2	1023	1486	928.3	906.1	942.3
"246199_at"	703.4	1002.3	999	736.1	842.2	987.1	699.7	1031.4	1124.1	842.1	847.1	954
"246200_at"	313.6	395.4	467.8	454.6	423.6	648.5	403	693.6	350.6	670.6	495.7	490.4
"246201_at"	640.1	504.1	557.2	624.4	491.2	541	587.5	475.5	500.2	696.4	513.2	535.6
"246202_at"	888.5	1205.7	1543.5	1164.7	1123.6	1361.7	936.6	1145.8	1469.2	947.8	953.6	1022.5
"246203_at"	136	120.5	175.7	143.5	184.1	175.4	633.7	691.6	1109.5	720.8	996.2	1217.7
"246204_at"	320.6	337.5	402.2	363	414.7	399.2	420.9	391	334.7	372.3	381	331.8
"246205_at"	864	728.8	854.5	689.2	709.7	798.2	721.7	699.2	805.9	669.9	696.2	715.2
"246206_at"	63.1	31.7	47.2	57.5	19	38.5	11.6	55.5	22.3	42.5	8.9	28.1
"246207_at"	545.3	538.5	467.1	473.5	504.3	406.6	640.8	589.6	540.2	558.7	645.7	554.8
"246208_at"	63.8	45.2	57	48.3	69.8	75.7	48	61.3	29.4	66.3	56.9	57.7
"246209_at"	180	102.6	92.5	118.2	130.3	134.6	224.1	154.5	126.3	150.1	126.9	132.7
"246210_at"	325.8	325.7	283.8	290.6	387.6	310.6	261.6	268.1	222.9	257.9	331.5	285.4
