"ID_REF"	"GSM78332"	"GSM78333"	"GSM78334"	"GSM78335"	"GSM78336"	"GSM78337"	"GSM78338"	"GSM78339"	"GSM78340"	"GSM78341"	"GSM78342"	"GSM78343"
"259389_at"	150	87.5	83.5	143.3	92.1	112.2	118.8	154.1	131	102.2	106.6	136
"259390_at"	8.2	6.3	8.7	7.3	9.2	8.9	5.8	5.9	6.3	6.3	5.4	5.6
"259391_s_at"	244.7	309.5	274.7	309.1	264.5	333.1	296.7	353.8	333.1	148.4	176.3	269.8
"259392_at"	226.4	375.3	222.8	245.6	443.5	326.5	173.1	223.1	201.1	218.8	285.8	254.4
"259393_at"	1984	1971.7	1587.9	1620.1	1826.2	1448.4	1987.9	1612.3	1476.4	1624	1723.1	1432.4
"259394_at"	6.1	19.9	48.6	5.6	27.9	27.8	15	25.3	15.8	4.5	3.8	6.6
"259395_at"	1373.8	1220.6	1472	1495.2	1345.6	1430.1	1533.4	1719.6	1488.6	1717.4	1524.7	1495.8
"259396_at"	763.6	792.3	576.9	612.5	655.3	599	628.9	618	575.4	634	660.3	603.1
"259397_at"	178.5	208	172	167	187.6	184.2	195.7	188.8	159	154.8	240	190.1
"259398_at"	147.1	195.9	182.3	171.8	161.6	202.4	164.1	183.7	159.6	192.8	118.1	172.6
"259399_at"	87.5	43.1	57.3	49.9	65.8	49.8	74.1	32.1	71.6	69.5	24.9	28.5
"259400_at"	44.2	38.7	45.5	48.2	49.8	29.7	47.5	53.9	31.1	36.4	45.2	50.7
"259401_at"	190.8	98.5	149.9	121.4	198.6	155	152.6	134.8	149	165.5	165.1	168.8
"259402_at"	575.9	567.9	586.6	641.2	744	592	653.4	707.4	592.1	706.8	624.5	691.3
"259403_at"	1145.9	1040.1	988.9	887.5	1328.1	894.1	2695.3	1863.5	1839.4	2178.1	2228.3	2032.3
"259404_at"	359.4	401.3	349.8	242.8	294.6	375.4	335.3	277.3	298.8	252.2	341.8	340.3
"259405_at"	3.2	1.1	6.4	6.4	9.9	5.8	3.2	12.9	13.7	7.2	25.6	9.4
"259406_at"	902	1083.2	950.8	918.6	1292.8	1115.5	551	689.3	642.3	610.6	845.2	845.3
"259407_at"	1473.3	1699.4	1726.3	1745.2	1693.1	1658.7	1406.9	1757.5	1588.8	1600.4	1562	1602.3
"259408_at"	1524.1	1405.1	1300.3	1363.3	1292.7	1208.8	1382.5	1559.7	1319.4	1451	1559.7	1346.1
"259409_at"	9.8	53.7	64.3	14.1	46.7	49.6	22.5	34.9	41.5	33.1	49.8	42.5
"259410_at"	332.1	166.7	141.3	229.5	272.4	218.2	339.1	213.8	149.2	352.7	238.1	430.2
"259411_at"	82.2	94	97.3	101.4	148.5	89.1	60.9	74.7	97	79.1	119.9	93
"259412_at"	291.7	276.9	312.1	318.8	253.4	323.6	293	254.9	308.9	277.9	283.3	307.3
"259413_at"	0.4	0.4	1.4	1	0.6	1	2	1.2	0.5	0.7	1.6	0.6
"259414_at"	91.4	91.5	69.5	95.8	79.8	78.4	68.2	80.2	80	81.1	65.1	65.6
"259415_at"	423.1	350.2	304	336.2	396	355.7	423.4	300	245.8	298.1	336.1	283.9
"259416_at"	1410.1	1633.3	1898.4	1863	1812.8	1674.4	1520.4	1978.6	2429.1	1722.1	2210.7	2249.8
"259417_at"	17.8	5.4	16.5	5.2	38.9	29.4	37.6	29.5	74.1	100.3	102.7	75.8
"259418_at"	78.9	60.3	116.8	65.2	113.7	86.5	116.7	103.4	91.7	102	98.5	105.4
"259419_at"	53.2	47.2	51.6	40.4	82.6	52.7	77	59.5	48.4	84.7	48	78.5
"259420_at"	567.9	496.4	411.9	448.6	373.1	401.9	545.8	449.3	427.5	500.4	476	395.6
"259421_at"	142.2	103.6	134.6	160.8	112.2	112	158	151.2	134.8	132.7	132.7	150.8
"259422_at"	193.3	220.1	188	220.5	271.5	232.9	108.3	168.3	139.3	117.6	217.2	201.4
"259423_at"	418.3	352.7	299.8	297.7	349.9	319.2	317.9	337.3	273.2	347.7	369.2	326
"259424_at"	169.6	79.8	147.4	153.6	140.8	171.8	204.3	132	130.4	273.8	145	222
"259425_at"	4.5	5.6	2.8	3.4	4.5	5.3	5.7	3.9	4.7	5.3	1.5	5.1
"259426_at"	2966.2	2895.8	2524.5	3158.8	4102.2	2843.9	6459.9	8739.1	6626.9	6954.8	7517	7069.1
"259427_at"	25.8	23	31.3	27.2	32.4	38.6	29.7	28	21.9	24.8	2.5	2.5
"259428_at"	272.2	213.4	121.5	249	285.4	319.1	384.6	286.5	147.2	696.8	385.9	989.4
"259429_at"	111.4	93.5	79.3	121.6	73.3	88	241.2	320	280.5	195.4	158.5	172.3
"259430_at"	1585.1	1203.9	1198.8	1303.6	985.1	1059.2	3457.9	2365.7	3119.5	2329	2291.1	2373.6
"259431_at"	4302	4050.6	5750.9	4608.4	4149.6	4683.6	4177.6	4474.3	4975.1	4541.1	4656.8	4276
"259432_at"	34.5	22.5	20.3	41.9	16.5	11.8	52.3	91.9	69.6	81.4	69.1	57.5
"259433_at"	57	61.3	74.6	47.3	66.9	69	88.7	125.9	126.7	51.7	97	99.1
"259434_at"	4570.2	3998.1	3054.9	3791.9	4098.3	2889.5	4744.8	3202.9	3140.5	3608.5	4036.4	3467.4
"259435_at"	60.6	35.3	43.3	33.7	51.7	55.1	52	31.3	41.4	49.3	42.6	52.4
"259436_at"	336.8	329	358.6	373.1	491	331.5	447.3	538.5	304.7	494.6	417.6	643.5
"259437_at"	592.9	686	679.9	569.1	486.7	654.1	608.8	533.7	687.5	682	560.6	649.9
"259438_at"	392.1	428	403.1	449.6	291.1	384.7	373.8	396.2	331	341.2	362.8	385.9
"259439_at"	4.3	69.9	10.8	52.7	54.6	21.5	122.1	89.5	4.2	147.3	62.1	115.1
"259440_at"	2457.4	2535	2594.4	2777.9	3060.9	2812	2647.2	3015	2421.9	2849.1	3021.2	3042.4
"259441_at"	675.5	773.2	728.8	854.1	749.9	745.5	923.7	723.5	1113.5	915.9	909.8	999.2
"259442_at"	72	35	67	68	83	68.2	233.3	171.7	228.7	370.8	330.1	200.3
"259443_at"	389.9	176	427	335.2	252.5	254.4	194.5	288.2	298.1	352.6	259.1	344.3
"259444_at"	102.5	154.1	124.9	108.4	204.2	144	45.6	91.5	68.6	48.2	132.3	89.5
"259445_at"	142.3	177.2	102.1	203.8	256.1	137.1	429.5	737.4	481.9	445.8	563.3	658.3
"259446_at"	680.5	699.7	698.6	767.1	736.8	856.6	745.3	837.5	662	697.1	741.6	788.9
"259447_s_at"	49.2	41	71.5	55.8	71.9	75.6	29	58.2	29.2	74	35.5	33.7
"259448_at"	37.6	31.5	6.6	25.2	22.1	5.9	7	11.1	4.8	15.8	9.3	8.2
"259449_at"	40	31.6	31.3	37.7	41	42.4	24.5	26	19.5	27.1	30.2	17.4
"259450_at"	231.5	378.2	326.8	297.6	377.4	339.2	210	298	266.3	278.5	266.1	281.5
"259451_at"	1	1.1	2.1	1.3	2.7	1.6	1.8	0.6	1.5	1.2	1.2	3.2
"259452_at"	9.6	13.4	19.2	11.6	7.8	22.3	5	11.4	13.6	30.5	18	1.5
"259453_at"	8.3	4.9	28.7	5.7	14.1	27.9	23.5	4.2	7.6	43.1	21.6	3.9
"259454_at"	28.6	21	21.3	18.1	33.1	30.5	21.9	19.4	4.1	25.1	16.2	5.1
"259455_x_at"	93.5	74.4	85.8	84	80.2	78.9	79.7	49.9	94.4	66	64.6	72.6
"259456_s_at"	43.1	9.6	7	11.5	8	4.8	19.6	9.2	12.8	13.6	9.4	18.9
"259457_at"	0.8	1	3	1.4	4.2	1.6	2.2	3.4	2.8	1.8	1	9.2
"259458_at"	48.3	26.7	52.8	53.2	42.6	62.6	57	49.2	55.4	59.9	41.8	55.8
"259459_at"	12.1	1.6	3.9	12.6	4.3	14.2	2.4	10.7	2.9	3.6	2.6	1.6
"259460_at"	1557.6	1624.9	2306.6	2117.1	1178.1	1957.4	1417	1706.8	2527.4	1413.5	1054	1483.9
"259461_at"	368.7	448.8	274.6	332.2	395.6	341.2	304.9	420.1	297.4	342.2	413.5	527.3
"259462_at"	80.1	56.9	30.9	94.3	42.6	18.8	82.9	52	37.3	74.7	95.2	54.8
"259463_at"	257	196.2	133.5	183.8	155.6	164.3	213.8	140	110.3	127.4	189.6	171.1
"259464_at"	1.3	0.9	1.1	1.6	5.7	2.7	2	10.1	6.8	12	1.6	0.8
"259465_at"	7.2	22.2	28.1	5.5	37.7	11.1	24.2	23.3	33.1	5.6	17.2	27.9
"259466_at"	374.8	429.5	375.9	464.1	594.9	450.1	198.6	341	249.3	238.9	354.5	294.1
"259467_at"	28.8	17.7	44.6	45.7	39.9	59.8	11.3	22.3	41.5	33.6	28	36.1
"259468_at"	208.6	227.7	229	255.1	271.8	251.4	251.7	213.4	226.9	226.4	172.9	234.5
"259469_at"	143.3	150	104	170.5	182.5	175.9	169.7	117.2	138.7	116.3	146.2	159.1
"259470_at"	1102.5	1089.3	979.5	956.6	1008.3	921.5	1030.2	962.1	987.2	838.1	1030.5	933.4
"259471_at"	32.5	9.9	28.3	19.8	36.5	27	23.4	36.6	27.9	27.9	16.5	21.6
"259472_at"	318.7	185	219.1	242.9	166.5	179	195.4	154.8	173.1	195.9	199.6	155.1
"259473_at"	178.9	165.7	150.6	154.3	157	153.5	138.6	127.6	146.6	139.8	120.3	132.4
"259474_at"	1229.2	1143.9	1352.2	1419.1	1244.3	1361.1	1135	1386.7	1241.6	1634.7	1164.6	1324.7
"259475_at"	603.8	798.2	918.5	796.5	783.4	907.6	756	789.6	911.6	717.8	788.4	815.3
"259476_at"	1294.3	1204.1	1637.4	1586.2	1276	1465.8	1533.1	1402.1	1776.6	1616.7	1285.7	1411.8
"259477_at"	930.9	872.1	814.6	862.1	1034.4	791.6	887.7	997	803.6	843	911.9	881
"259478_at"	293.2	135.7	220.8	210.3	181.7	185.1	363.4	378.5	493.6	455.7	382.2	580.2
"259479_at"	307.9	572.4	188.2	527.3	1525.2	552.1	221.2	488.3	81.1	1220	608.9	1506.4
"259480_at"	241.9	227.7	226.5	250.6	234.1	235.6	279.7	213.5	232.8	223.3	228.8	272.6
"259481_at"	100.6	78.7	131.9	86.9	126.8	118.3	91.2	76.4	117.3	97.6	62.4	98
"259482_at"	53	23.6	53.2	28.8	30.5	59.8	45.1	30.9	11.1	23.8	5.6	22.7
"259483_at"	3.3	10	5.5	5.5	5.1	4.9	4	7.7	4	2.1	2.5	3.6
"259484_at"	382.9	336.5	368.7	343.2	328.1	317.6	456.2	430.8	405.5	342.8	407.2	390.7
"259485_at"	147	137.7	146	161.9	184.5	171.1	161.4	156.9	160.6	146.7	151.4	130.1
"259486_at"	614.2	476.9	687	636.5	577.8	573.7	514.6	533.9	636	501.8	525.8	515.1
"259487_at"	94.4	73.5	93.6	101	89.2	97.4	101.7	71.1	70.4	76.6	69.1	92.8
"259488_at"	604.1	623.2	389.1	516.6	453.1	461.3	520.6	416.2	503.1	475.6	548.7	573.3
"259489_at"	117.3	67.7	67.3	120	70.5	107	90.6	55.5	69.1	125.6	69.6	147.8
"259490_at"	255	209.9	260.2	216.3	219.8	213	244.5	172.7	212.6	208.8	245.3	219.7
"259491_at"	9304.4	10183.3	12530.2	10588.9	10039.9	10279.6	9844.1	10279.1	12230.3	8518.3	9560.8	11471.3
"259492_at"	7.2	12.1	19.6	7.4	4	3.6	17.9	6.5	2.5	8.9	25.6	17.2
"259493_at"	54.9	57.9	95.1	52.7	79.5	71.8	65	48.8	61.7	64.9	49.1	70.1
"259494_at"	39.2	37.6	40.7	54.1	56.7	55.3	50	43.9	38.6	52.7	38.2	33.4
"259495_at"	14.8	3.5	4.1	5.7	4.9	12.9	5.1	4.6	6.1	4.6	4.1	2.4
"259496_at"	25.7	58.5	99.1	60	106.7	57.1	70	27.2	75.4	29.8	41	36.5
"259497_at"	622.9	738.3	977.7	846.1	1038.6	1063.6	773.5	761.7	935.9	809.9	910.9	938
"259498_at"	345.4	268.8	302.7	328.8	302	271.3	412.3	310.8	343.4	372.4	343	421.9
"259499_at"	539.3	697.7	716.2	628.9	636.1	701.5	451.4	520.9	498.6	492.2	452.9	494
"259500_at"	1039.6	1001.9	1173.9	1136.1	1057.8	1089.9	1205.2	1379.1	1295.6	1456.1	1444.7	1278.6
"259501_at"	1536.3	1617.1	1333.3	1469.7	1281	1470.8	1404.1	1212.4	1341.9	1227.4	1467.2	1455.4
"259502_at"	3118.8	1421	2665.3	2885.5	2154.2	2742.8	1902.8	1140.4	1613.4	2112.1	1647.6	2229.8
"259503_at"	94.5	112	127.7	124.5	138.4	146.3	105	106.6	103.8	123.7	128.7	125.3
"259504_at"	10961	10815	11713.4	9893	10051	9437.9	9352	10376.5	10643.8	10838.8	10093.5	9423.8
"259505_at"	557.1	700.8	533	554.8	696.8	630.3	437.6	587.8	493	426.5	705.2	496.4
"259506_at"	791.3	638.6	611.3	611.7	513.8	660.1	791.1	595.8	564.9	547.2	521.7	505.7
"259507_at"	4769	6403.9	4096.9	3539.4	6414.1	5343.1	4158.4	5143.5	3180.7	5335	6709.7	8479
"259508_at"	82.6	53.1	42.2	41.1	65.1	44	62.8	51.2	61.5	51.5	59.1	82
"259509_at"	23	31.7	19.5	9.5	26.5	38.2	23.7	24.5	36.1	46.4	14.5	9.6
"259510_at"	3.6	1.8	4.4	3.8	3.9	3.3	4.5	4.1	3.4	2.6	3.6	3.4
"259511_at"	2746.8	2793	2283.6	2095.1	2618	1994.4	2180.5	1811.5	1867.4	1957.7	2577	1765.5
"259512_at"	829.7	696.3	708.8	765.3	731.7	648.1	790.8	724.1	700.4	878.1	806.2	724.7
"259513_at"	255.3	263.5	264.6	255.9	217.6	223.6	159.2	140.3	173.2	136.2	138.2	147
"259514_at"	120.6	78	97.4	79.4	101.2	133.6	96.1	97	89.5	89.5	88.3	78.7
"259515_at"	546.6	613.2	585.3	831.6	764.7	738.5	508.2	719.5	540.3	663.7	614.2	696.8
"259516_at"	4698.8	2729.1	1260.8	2387	2073	1125.6	13056.4	8348.7	5636	8160.6	9759.3	4636
"259517_at"	854.8	831.1	728.7	791.1	674.5	769.4	1281.6	917.2	980.7	1194.1	869.2	986.6
"259518_at"	610.5	437.4	309.9	439.4	482.1	403.7	576.4	498.6	311.1	553.8	580.5	543.3
"259519_at"	578.1	604.6	454.6	503.5	489.4	511	437.1	358.2	366.8	331.6	457.7	389.9
"259520_at"	39.5	58.7	42.8	83.8	34.2	31.5	11.3	45.3	8.3	13	22.6	23.8
"259521_at"	2024.8	2860.6	3404.3	2739.4	2923.2	2987.9	2306.7	3309.8	3250.6	2857.4	2652.1	3097.4
"259522_at"	13.5	5.4	8.2	4.1	3.5	2.4	3.7	12.3	5.7	6.8	2.1	6.6
"259523_at"	1161	1177.2	1064	957.4	810.8	928.9	671.1	492.5	575.7	482.6	489.3	404
"259524_at"	163.8	98	119.8	142.6	102.6	117.3	141.7	69.5	145.2	143.5	80.6	115.7
"259525_at"	177.2	108.6	133.8	134	114.4	143.9	117.5	93.4	140.8	145.4	156.9	149.9
"259526_at"	25.4	26.3	23.3	30.4	32.3	41	51.2	15.8	35.3	36.9	23.5	37.9
"259527_at"	68.5	51.3	51.8	49.1	17.8	15.3	40.4	24.6	70.1	17.1	10.3	15.6
"259528_at"	79	137.9	126.3	154.3	82.5	114.1	103.2	110.6	124.7	106.2	80	79.2
"259529_at"	34.1	71	145.5	47.9	141.9	84.7	80.7	125.9	149.4	95.1	79.3	100.3
"259530_at"	157.4	164.9	146.6	145.9	140	121.6	164.8	153	215	109.5	163.1	148
"259531_at"	109.8	145.7	109.7	126.3	92.4	119.7	68.1	101.5	118	95.3	85.3	101.7
"259532_at"	624	625.7	556.6	642.1	600.4	522.8	531.6	586.4	484	554.9	658.4	537.1
"259533_at"	234.8	230.3	234.6	274.4	258.3	243.3	128	233	244.7	133.7	131.7	224.5
"259534_at"	59	53.9	57.9	44.3	55.7	41.3	37.1	37.4	46.6	49.8	32.7	46.8
"259535_at"	109.8	150.7	67.9	102.6	105.3	65.7	104.6	91.2	115.6	82	116.9	129.9
"259536_s_at"	283.7	266.7	210.8	226.1	165.1	246.5	257.1	280	271.8	202.5	234.4	209
"259537_at"	83.1	55.7	96.7	58	84.8	76.1	87.4	87.8	99.1	94.1	94	86.8
"259538_at"	984.6	1115.1	1306.3	1441.9	1301.7	1388.8	1140.9	1434.6	1184.4	1164.5	1052.6	1165.2
"259539_at"	79.2	60.3	70.5	73.9	79.9	60.7	56.9	81.5	71.8	76.2	73.4	76.7
"259540_at"	103.3	101.6	108.8	48.9	76.9	75.1	161.4	111	129.5	137.5	155.5	150.6
"259541_at"	435.4	420.5	409.2	419.9	396.2	441	684.4	600.8	607.6	584.9	552.8	426.6
"259542_at"	492.6	434.5	467.6	581	560.4	525.3	494.5	472	494.8	495.1	530.2	586.5
"259543_at"	759.6	691.7	793.8	827.6	1014.8	945.4	551.2	825.3	747.5	639.4	750.7	727.9
"259544_at"	12371.3	12071.5	12983.3	11823.6	11385.1	11289.2	11897.6	12631.4	13218.3	14062.5	11593.6	12394.5
"259545_at"	459.9	356.1	306.6	406.5	311.1	345.1	566.9	459.9	427.6	517.1	459.9	412.4
"259546_at"	562.3	550.1	276.9	618.3	444.1	369.5	607.2	346.4	251.7	662.9	392.2	470.9
"259547_at"	36	28.4	56.5	29.5	56.9	37.8	99.4	21.6	49.4	47.7	37.4	45.2
"259548_at"	111.4	89.9	113.9	133.2	94.7	100.9	134.9	130.6	121.5	139.4	110.7	132.1
"259549_at"	35.3	81.9	81.4	48.7	69.2	76.8	35.8	65.5	77.1	94.5	55.8	70.5
"259550_at"	64	7	9.3	31.2	9.5	5.6	43.2	22	9.7	140.6	5.3	11.6
"259551_at"	247.9	263.8	321.9	366.4	405.1	349.9	240.4	367.9	312.4	285.2	322.7	379.4
"259552_at"	67.2	58.8	63.4	55.1	81.7	61.8	50.9	54	26.4	56.6	33.3	32
"259553_x_at"	1278.6	817	4587.9	1168.9	917.3	1123.8	912	797.6	1192.5	888.4	697.2	1426.9
"259554_at"	116.4	74.2	73.7	92.6	98.8	59.4	105.5	74.4	76.2	95.7	62.9	58.3
"259555_at"	6.4	7.6	9.6	4.7	8.4	7.1	5.2	4.7	7.8	10	5.8	6.9
"259556_at"	23.8	15.6	39.7	22.3	39.8	37.8	41.6	38.3	23.2	45.6	27.5	25.3
"259557_at"	14.6	15.2	3.7	20.6	12.1	19.1	13.8	4	4.7	6	16.5	7
"259558_at"	19.9	9.3	18.7	14.7	21.3	18.9	9.2	6.8	12.6	15.6	4.1	1.9
"259559_at"	10.8	14	15	20.5	11.9	8.2	9	16.3	12	11.9	6.3	1.5
"259560_at"	684.1	549.7	353.2	567.4	480.1	499.5	444.5	285.9	195	572.8	391.1	710.1
"259561_at"	3475.8	960.2	1215.4	2037.6	697	1032.2	2999.9	1352.8	1209.2	2316.6	1841.3	2916.4
"259562_at"	181.9	143.8	138.3	147.1	124.1	114.5	168.4	118	135.8	189.8	121.7	105.6
"259563_s_at"	146.8	122.4	109.6	129.3	120.8	124.2	143.3	108.2	111.9	127.8	110	107
"259564_at"	440.6	480.2	578.7	559	453.8	535.8	489.7	473.4	550.5	491	411.8	470.9
"259565_at"	3.1	1.8	1.4	1	3.5	2.4	2.6	2.8	2.2	3.5	1	1.2
"259566_at"	51.8	79.9	72.3	56	96.5	91.3	32.1	82.5	53.8	78.3	64.2	63
"259567_at"	25.2	14.7	16.4	30.1	11.9	21.2	23.8	19.1	44.9	32.1	23.4	4.8
"259568_at"	152.8	214.5	170.4	160.8	199.7	197.4	162.5	163.7	160.1	147.4	195.1	205.6
"259569_at"	12.7	10.1	16.4	40.5	8.1	12.6	11.6	5.9	33.9	10.9	13.5	16.1
"259570_at"	9625.2	6102.5	5432.1	6794.7	6042.9	3921.3	16405.6	12496.1	11893.6	15092.6	15086	10167.3
"259571_at"	355.3	325.9	308.3	323.7	337.6	329.7	271.6	315.2	253.2	280.2	301.9	268.9
"259572_at"	7.4	4.6	5.5	4.6	8.3	10	4.3	6.6	4	4.2	3.6	4.9
"259573_at"	29.9	27.9	39.8	32.1	50.8	42.9	26.2	23.4	24.7	24.1	13.6	22.6
"259574_at"	16.1	19.6	8.2	11.9	22.9	16.8	9.6	14.5	11.2	10.3	3.1	16.3
"259575_at"	29.1	19.1	29	24.8	31.1	11.7	16	6.4	24.6	28.7	3	23.5
"259576_at"	75.8	45.5	58.1	62.2	60.4	59.9	85.4	55.4	61.5	75	53.9	56.8
"259577_at"	833.1	827.7	770.5	768.6	722.4	883.1	828	674.1	836.1	723.2	783.4	765.4
"259578_at"	260	36.3	124.4	95.6	62.5	68.8	269.8	142.8	180.5	164.6	92.9	104.4
"259579_at"	349.6	365.1	433.7	251.2	416.5	415.6	426.5	781.7	468.7	452.2	344.8	367.5
"259580_at"	75.7	53.3	104.4	57.5	78	76.3	71.8	54.5	75.3	74.1	61.7	72.8
"259581_at"	110.5	86.7	88.8	84	99.5	76.7	83.5	75.1	53.5	88	63.5	68.8
"259582_at"	739.9	831.5	524.7	465.3	694.9	564.9	584.8	398.1	459.9	396.1	674.2	513.4
"259583_at"	77.4	96.9	118.4	90.9	79.6	99.1	128.1	115.7	95.8	109.3	133.1	100.4
"259584_at"	58.3	63.9	90.5	88.7	84.2	72.8	96	87.6	49.3	64	68.1	106.1
"259585_at"	172.8	180.9	188.2	223.2	186.3	188.2	163	190.2	202.2	140.7	146.2	147.3
"259586_at"	300.2	324.9	321.6	369	208.5	358.5	310.2	210.1	306.7	299.2	277.1	262.2
"259587_at"	989.1	1258.9	1131.5	1129.9	1293.8	1226.8	1000.5	1607.6	1208.9	1273.9	1431.8	1280
"259588_at"	1296.6	1538.5	1483.3	1640.3	1624.5	1450.7	2011.4	1880.6	1657.9	1964.1	1873.3	1549.2
"259589_at"	21.2	9.6	20.7	3.2	11.1	2.1	25.9	6.8	2.7	15.5	11.7	18.2
"259590_at"	63.2	48.4	60.4	52.6	59.3	52.1	71.3	42.6	61.1	52.4	35.4	44.8
"259591_at"	686.5	585.8	878.5	681.3	652.9	797.6	853.7	583.5	895	611.2	627	716
"259592_at"	4298.3	3827	4534	5361	3952.5	3781	7512.8	6253.8	8165.2	5903.9	4558.2	5980.2
"259593_at"	3443.1	3925.6	4337.8	4578.6	4834.1	4680.9	2812.2	3813.7	3182.7	3356.8	3243.6	3834.3
"259594_at"	1533.8	1883.3	2278.7	1984.9	2112.3	2150.9	1957.9	2727.2	2294.4	1948	2319	2291.2
"259595_at"	97.9	74	64.2	84.5	99.2	110.3	96.3	55.9	68	43.5	69	96.4
"259596_at"	195.2	142.7	231.7	212.2	188.7	224.6	482.1	246.1	522.1	664.4	473.9	537.7
"259597_at"	341.5	363.9	305.9	291.3	305.9	305.3	224.4	328.7	288.8	267.7	292	307.2
"259598_at"	1435.6	966.3	1022.1	1385.2	1228.3	995.3	1253.6	945.5	767.7	1623.2	982.1	1073.3
"259599_at"	295.6	323	314.1	344.9	334.6	347.2	242	215	235.6	201.9	211.7	247.6
"259600_at"	87.2	125.5	68.8	111.8	112.3	77.5	112.1	104.4	85.4	84	106.1	96.6
"259601_s_at"	16	15.4	13.9	3.3	7.7	26.6	19.8	13.6	24	4.9	21.9	39.9
"259602_at"	65.8	59.4	6.8	9.7	6.9	12.5	13.2	11.2	9.1	18.7	9.9	37.9
"259603_at"	847.8	1254.6	1497.8	1055.5	1365.8	1311.4	825.9	1273.1	1313	960.2	1246.1	1276.5
"259604_at"	2788.1	2849.3	3334.8	3151.4	3003.9	3282.4	2907.1	3110.7	3532	3528.7	3477.5	3453.4
"259605_at"	206.3	245.9	211.9	193.7	234.6	223.1	213.5	177.6	205.3	235.6	181.9	179.1
"259606_at"	27.7	32.2	18.4	18.1	13.2	20	28.2	35.9	30.5	34.5	21.7	24.7
"259607_at"	43.4	57.3	43.6	44.2	27.3	60.8	97.9	53	93.3	9.7	37	45.8
"259608_at"	304.7	279.9	246.7	303.7	256.3	281.9	243.8	242.7	303.1	193.2	223.6	263.9
"259609_at"	292.1	131.2	169	184.6	118.8	119.1	645.5	432.8	380.6	287.2	276.1	186.7
"259610_at"	399	347.7	297	302.7	331.7	400.8	440	280.8	250.7	267.6	381.9	372.8
"259611_at"	456.4	533.9	417.6	520.7	487.3	434.6	422.2	567.1	440.8	451.4	441.8	390.9
"259612_at"	10423	12948.4	11859.6	13821.7	12753.6	13664.5	7645.7	12681.2	10931.5	10759.9	11646.5	10884.4
"259613_at"	1	0.5	1.2	2.7	1.1	1	12.6	1.4	0.8	1.8	1.1	3.7
"259614_at"	7.6	5.2	4	3.4	4.8	7.5	6.3	4.1	3.5	7.4	4.8	7.2
"259615_at"	82.8	64.8	101.3	87.3	115.7	97.2	94.2	83.5	132.3	110.2	63.2	113.1
"259616_at"	155.8	130.7	147.6	161.9	127.2	148.3	376.9	260.1	284.6	332	225.5	254.1
"259617_at"	255.9	417.6	270.1	282.9	464.3	256.2	476	400.4	239.8	361.2	411.6	364.4
"259618_at"	121.9	70.3	79.9	112.3	80.4	93.1	174.4	200.9	149.3	176.8	138.3	128.4
"259619_at"	26.6	28.6	34.4	10.4	40.8	47.5	24	27.1	31.5	56	34.6	37
"259620_s_at"	60.1	56.2	56.8	16	83.1	58.2	16.1	27.7	41.3	17.9	6.1	52.8
"259621_at"	9.3	0.7	2.2	5.5	3.8	2.7	14.5	8.5	0.9	4.4	3.1	3.8
"259622_at"	37.5	40.3	43.5	37.7	51.7	54	31.2	30.1	38.6	63.7	34.2	24
"259623_at"	15.6	48.4	9.6	9.3	9.4	56.1	42.7	31.6	21.5	64.3	20.3	8.9
"259624_at"	114.1	111.1	159.7	91.6	152.9	133.7	133.4	80.2	123.6	135.5	104	114.5
"259625_at"	11174.5	12682.9	14291.1	11895.4	10912.7	12351.5	11551.6	12031.9	13606.7	12458.2	11316.7	11499
"259626_at"	948.2	1599.2	481.4	1220.9	1606.5	1144.7	1062	1265.7	634.5	1935.1	1793.1	2327.5
"259627_at"	5179.4	4913.9	5312.4	5162.1	5111.3	5392.2	4717.6	5460.6	5389.1	4554.8	4630.4	4581.9
"259628_at"	226.2	161.6	201.8	154.6	152.9	186.9	176.1	131.9	175.8	202	201.6	201.7
"259629_at"	93.8	71.1	123.5	88.8	111.7	97.2	116.5	88.5	91.8	90.8	68.1	82.8
"259630_at"	232.3	289.7	271.2	294.8	306.2	307.8	240.7	310.7	314.3	233.2	316.7	276.5
"259631_at"	19.5	5.5	3.4	5.6	3.8	10.9	3.6	4.6	2.3	24.6	16	6.1
"259632_at"	305.2	817.8	615	824.8	1157.6	776.2	417.7	993.6	749.7	839.2	1221.9	713.5
"259633_at"	332	433	433.1	317.2	326.4	408.5	269.5	370.2	448.7	263.4	338.3	357.1
"259634_at"	45.4	29.2	77.1	37.9	68.3	44.6	53.6	26	49.4	61.5	22.6	37.8
"259635_at"	55.2	46	55.6	68.9	32.8	53.4	45.4	16.4	71.2	74	31.4	82.4
"259636_at"	105.9	98.7	75.9	101.9	91.4	95.8	91.8	93.3	64.6	91.2	83.5	59.8
"259637_at"	100.1	86.1	80.6	113.8	85.6	95.3	54.7	87.9	76.7	89.3	91.5	59.1
"259638_at"	953.7	988.9	666.2	739.5	761.4	800.9	791.6	863.8	752.7	670.5	875.4	667
"259639_at"	937.7	998.3	880.5	915.6	1033.9	866	1004.2	776.6	772.4	883.2	914.2	790.4
"259640_at"	1820.7	1150.5	976.7	1367.5	968.7	1066.4	4412.8	4024.8	3586.2	2005.6	2142.3	1417.4
"259641_at"	94.2	91.1	145.5	94.1	96.5	74.7	83.4	80.8	78.6	104.6	84.3	95.7
"259642_at"	554.5	475.3	476.1	567.4	519.4	438.3	555.3	537	517.8	602.6	482.9	457.9
